timestamp,current_price,pred_high,pred_low,pred_close,pred_change_%,atr,volatility,trend,signal,confidence,rsi
2025-12-24 09:16:59.092451,0.3564,0.392300009727478,0.3894999921321869,0.39100000262260437,9.71,0.0023,0.64,SIDEWAYS,BUY,90.0,36.6
2025-12-24 09:30:12.681513,0.3559,0.392300009727478,0.3894999921321869,0.39100000262260437,9.85,0.0023,0.64,DOWN,BUY,100.0,34.8
2025-12-24 09:44:40.277255,0.3558,0.392300009727478,0.3894999921321869,0.39100000262260437,9.87,0.0023,0.64,DOWN,BUY,100.0,34.5
2025-12-24 10:22:26.981691,0.3561,0.38600000739097595,0.39430001378059387,0.38989999890327454,9.51,0.002,-2.32,SIDEWAYS,BUY,82.5,25.2
2025-12-24 11:15:42.019759,0.3589,0.3919999897480011,0.38929998874664307,0.39070001244544983,8.88,0.0021,0.59,SIDEWAYS,BUY,90.0,36.8
2025-12-24 11:32:04.890853,0.3586,0.3919999897480011,0.38929998874664307,0.39070001244544983,8.95,0.0021,0.59,SIDEWAYS,BUY,90.0,36.0
2025-12-24 11:42:18.726510,0.3586,0.3919999897480011,0.38929998874664307,0.39070001244544983,8.96,0.0021,0.59,SIDEWAYS,BUY,90.0,35.8
2025-12-24 11:48:49.656255,0.3587,0.3919999897480011,0.38929998874664307,0.39070001244544983,8.92,0.0021,0.59,SIDEWAYS,BUY,90.0,36.4
2025-12-24 11:54:43.511385,0.3585,0.3919999897480011,0.38929998874664307,0.39070001244544983,9.0,0.0021,0.59,SIDEWAYS,BUY,90.0,35.4
2025-12-24 12:00:21.937305,0.3585,0.3919999897480011,0.38929998874664307,0.39070001244544983,8.97,0.0021,0.59,SIDEWAYS,BUY,90.0,35.7
2025-12-24 12:37:36.134041,0.3582,0.3921000063419342,0.38940000534057617,0.39079999923706055,9.12,0.002,0.55,SIDEWAYS,BUY,90.0,38.8
2025-12-24 13:12:42.778342,0.3583,0.392300009727478,0.38960000872612,0.39100000262260437,9.14,0.0019,0.52,SIDEWAYS,BUY,90.0,34.6
2025-12-24 13:44:02.804105,0.3569,0.392300009727478,0.3894999921321869,0.39100000262260437,9.55,0.002,0.55,SIDEWAYS,BUY,90.0,31.6
2025-12-24 13:54:54.129799,0.3569,0.392300009727478,0.3894999921321869,0.39100000262260437,9.54,0.002,0.56,SIDEWAYS,BUY,90.0,31.6
2025-12-24 14:00:27.468447,0.357,0.392300009727478,0.3894999921321869,0.39100000262260437,9.53,0.002,0.56,SIDEWAYS,BUY,90.0,31.7
2025-12-24 14:17:45.943440,0.358,0.39239999651908875,0.38960000872612,0.3910999894142151,9.25,0.002,0.56,SIDEWAYS,BUY,90.0,35.6
2025-12-24 14:21:43.758928,0.3577,0.39239999651908875,0.38960000872612,0.3910999894142151,9.33,0.002,0.56,SIDEWAYS,BUY,90.0,34.6
2025-12-24 14:37:17.765104,0.3561,0.3781999945640564,0.37059998512268066,0.37059998512268066,4.06,0.0,2.14,NEUTRAL,BUY,97.0,30.0
2025-12-24 14:37:23.014890,0.3561,0.392300009727478,0.38960000872612,0.39100000262260437,9.79,0.0021,0.58,SIDEWAYS,BUY,90.0,30.0
2025-12-24 14:49:08.955197,0.3565,0.3781999945640564,0.37059998512268066,0.37059998512268066,3.96,0.0,2.14,NEUTRAL,BUY,97.0,30.6
2025-12-24 14:49:13.955569,0.3565,0.392300009727478,0.3894999921321869,0.39100000262260437,9.69,0.0022,0.62,SIDEWAYS,BUY,90.0,30.6
2025-12-24 14:56:19.755527,0.3557,0.3781999945640564,0.37059998512268066,0.37059998512268066,4.17,0.0,2.14,NEUTRAL,BUY,97.0,29.3
2025-12-24 14:56:24.854602,0.3557,0.392300009727478,0.3894999921321869,0.39100000262260437,9.91,0.0022,0.62,SIDEWAYS,BUY,100.0,29.3
2025-12-24 15:01:27.265336,0.3542,0.3781999945640564,0.37059998512268066,0.37059998512268066,4.62,0.0,2.15,NEUTRAL,BUY,97.0,26.9
2025-12-24 15:01:32.660884,0.3542,0.3921999931335449,0.3894999921321869,0.39089998602867126,10.37,0.0022,0.62,SIDEWAYS,BUY,100.0,26.9
2025-12-24 15:22:45.199481,0.3542,0.37790000438690186,0.3702999949455261,0.3702999949455261,4.55,0.0,2.15,NEUTRAL,BUY,97.0,28.4
2025-12-24 15:22:50.306745,0.3542,0.3919000029563904,0.38920000195503235,0.3905999958515167,10.29,0.0021,0.59,SIDEWAYS,BUY,100.0,28.4
2025-12-24 15:39:03.396953,0.3553,0.3779999911785126,0.3702999949455261,0.3702999949455261,4.24,0.0,2.15,NEUTRAL,BUY,97.0,32.4
2025-12-24 15:39:07.879506,0.3553,0.3919999897480011,0.38920000195503235,0.39070001244544983,9.97,0.0022,0.62,SIDEWAYS,BUY,90.0,32.4
2025-12-24 15:49:54.238830,0.356,0.3779999911785126,0.37040001153945923,0.37040001153945923,4.04,0.0,2.14,NEUTRAL,BUY,97.0,34.8
2025-12-24 15:49:58.970220,0.356,0.3919999897480011,0.38929998874664307,0.39070001244544983,9.76,0.0022,0.63,SIDEWAYS,BUY,90.0,34.8
2025-12-24 15:56:25.211339,0.3553,0.3779999911785126,0.3702999949455261,0.3702999949455261,4.22,0.0,2.15,NEUTRAL,BUY,97.0,32.7
2025-12-24 15:56:30.163531,0.3553,0.3919999897480011,0.38929998874664307,0.39070001244544983,9.95,0.0022,0.63,SIDEWAYS,BUY,90.0,32.7
2025-12-24 16:01:47.731668,0.3551,0.3779999911785126,0.3702999949455261,0.3702999949455261,4.3,0.0,2.15,NEUTRAL,BUY,97.0,31.7
2025-12-24 16:01:52.881097,0.355,0.3919999897480011,0.38920000195503235,0.39070001244544983,10.04,0.0022,0.63,SIDEWAYS,BUY,90.0,31.6
2025-12-24 16:27:27.085304,0.3554,0.37770000100135803,0.3700999915599823,0.3700999915599823,4.13,0.0,2.15,NEUTRAL,BUY,85.0,39.1
2025-12-24 16:27:32.188452,0.3554,0.3917999863624573,0.3889999985694885,0.390500009059906,9.86,0.002,0.57,SIDEWAYS,BUY,90.0,39.1
2025-12-24 16:47:12.006923,0.357,0.37779998779296875,0.3700999915599823,0.3700999915599823,3.67,0.0,2.14,NEUTRAL,BUY,85.0,44.6
2025-12-24 16:47:16.797643,0.357,0.3917999863624573,0.38909998536109924,0.390500009059906,9.39,0.0022,0.6,SIDEWAYS,BUY,90.0,44.6
2025-12-24 16:57:36.848030,0.3565,0.37779998779296875,0.3700999915599823,0.3700999915599823,3.81,0.0,2.14,NEUTRAL,BUY,85.0,43.0
2025-12-24 16:57:41.595636,0.3565,0.3917999863624573,0.3889999985694885,0.390500009059906,9.53,0.0022,0.61,SIDEWAYS,BUY,90.0,43.0
2025-12-24 17:11:08.559180,0.3567,0.3776000142097473,0.3698999881744385,0.3698999881744385,3.7,0.0,2.14,NEUTRAL,BUY,85.0,40.6
2025-12-24 17:11:13.745246,0.3567,0.39169999957084656,0.3889000117778778,0.3903999924659729,9.43,0.002,0.57,SIDEWAYS,BUY,90.0,40.6
2025-12-24 17:31:42.011787,0.3561,0.3774999976158142,0.3698999881744385,0.3698999881744385,3.88,0.0,2.15,NEUTRAL,BUY,85.0,38.3
2025-12-24 17:31:47.205980,0.3561,0.39160001277923584,0.3889000117778778,0.3903000056743622,9.62,0.002,0.57,SIDEWAYS,BUY,90.0,38.3
2025-12-24 17:43:06.350621,0.3566,0.3776000142097473,0.3698999881744385,0.3698999881744385,3.73,0.0,2.15,NEUTRAL,BUY,85.0,40.3
2025-12-24 17:43:11.977651,0.3566,0.39169999957084656,0.3889000117778778,0.3903999924659729,9.46,0.002,0.57,SIDEWAYS,BUY,90.0,40.3
2025-12-24 17:49:39.522378,0.3558,0.3774999976158142,0.3698999881744385,0.3698999881744385,3.97,0.0,2.15,NEUTRAL,BUY,85.0,37.2
2025-12-24 17:49:44.590581,0.3558,0.39160001277923584,0.3889000117778778,0.3903000056743622,9.71,0.002,0.57,SIDEWAYS,BUY,90.0,37.2
2025-12-24 17:55:35.767553,0.3555,0.3774999976158142,0.3698999881744385,0.3698999881744385,4.04,0.0,2.15,NEUTRAL,BUY,85.0,36.6
2025-12-24 17:55:40.672051,0.3555,0.39160001277923584,0.3889000117778778,0.3903000056743622,9.79,0.002,0.58,SIDEWAYS,BUY,90.0,36.6
2025-12-24 18:01:05.565457,0.3552,0.3774999976158142,0.3698999881744385,0.3698999881744385,4.14,0.0,2.15,NEUTRAL,BUY,85.0,35.8
2025-12-24 18:01:10.528698,0.3552,0.39160001277923584,0.3889000117778778,0.3903000056743622,9.9,0.0021,0.58,SIDEWAYS,BUY,90.0,35.8
2025-12-24 18:29:47.565378,0.3556,0.3772999942302704,0.36970001459121704,0.36970001459121704,3.95,0.0,2.15,NEUTRAL,BUY,85.0,42.2
2025-12-24 18:29:52.453168,0.3557,0.39149999618530273,0.388700008392334,0.3901999890804291,9.7,0.0019,0.54,SIDEWAYS,BUY,90.0,42.5
2025-12-24 18:52:47.384352,0.3558,0.3772999942302704,0.36970001459121704,0.36970001459121704,3.89,0.0,2.15,NEUTRAL,BUY,85.0,43.1
2025-12-24 18:52:52.239427,0.3558,0.39149999618530273,0.388700008392334,0.3901999890804291,9.65,0.0019,0.54,SIDEWAYS,BUY,90.0,43.1
2025-12-24 19:01:05.903377,0.3555,0.3772999942302704,0.36970001459121704,0.36970001459121704,3.97,0.0,2.16,NEUTRAL,BUY,85.0,41.9
2025-12-24 19:01:10.803344,0.3555,0.39149999618530273,0.388700008392334,0.3901999890804291,9.74,0.0019,0.54,SIDEWAYS,BUY,90.0,41.9
2025-12-24 19:17:22.982831,0.3549,0.37709999084472656,0.3695000112056732,0.3695000112056732,4.11,0.0,2.16,NEUTRAL,BUY,85.0,45.9
2025-12-24 19:17:28.961694,0.3549,0.3912999927997589,0.3885999917984009,0.38999998569488525,9.91,0.0018,0.51,SIDEWAYS,BUY,90.0,45.9
2025-12-24 19:29:30.288135,0.3547,0.37709999084472656,0.3695000112056732,0.3695000112056732,4.16,0.0,2.16,NEUTRAL,BUY,85.0,45.4
2025-12-24 19:29:35.367110,0.3547,0.3912999927997589,0.3885999917984009,0.38999998569488525,9.96,0.0018,0.52,SIDEWAYS,BUY,90.0,45.4
2025-12-24 19:37:12.115566,0.3549,0.37709999084472656,0.3695000112056732,0.3695000112056732,4.09,0.0,2.16,NEUTRAL,BUY,85.0,46.1
2025-12-24 19:37:17.095476,0.3549,0.3912999927997589,0.3885999917984009,0.38999998569488525,9.89,0.0018,0.52,SIDEWAYS,BUY,90.0,46.1
2025-12-24 19:44:51.495582,0.3554,0.37709999084472656,0.3695000112056732,0.3695000112056732,3.97,0.0,2.16,NEUTRAL,BUY,85.0,47.7
2025-12-24 19:44:56.842642,0.3554,0.391400009393692,0.3885999917984009,0.39010000228881836,9.76,0.0018,0.52,SIDEWAYS,BUY,90.0,47.7
2025-12-24 19:50:28.274613,0.3556,0.37709999084472656,0.3695000112056732,0.3695000112056732,3.91,0.0,2.16,NEUTRAL,BUY,85.0,48.4
2025-12-24 19:50:33.313572,0.3556,0.391400009393692,0.3885999917984009,0.39010000228881836,9.7,0.0018,0.52,SIDEWAYS,BUY,90.0,48.4
2025-12-24 19:55:47.322253,0.3559,0.37709999084472656,0.3695000112056732,0.3695000112056732,3.82,0.0,2.16,NEUTRAL,BUY,85.0,49.7
2025-12-24 19:55:52.298805,0.3559,0.391400009393692,0.3885999917984009,0.39010000228881836,9.61,0.0019,0.52,SIDEWAYS,BUY,90.0,49.6
2025-12-24 20:01:16.279095,0.3558,0.37709999084472656,0.3695000112056732,0.3695000112056732,3.84,0.0,2.16,NEUTRAL,BUY,85.0,49.4
2025-12-24 20:01:21.091901,0.3558,0.391400009393692,0.3885999917984009,0.39010000228881836,9.63,0.0019,0.52,SIDEWAYS,BUY,90.0,49.4
2025-12-24 20:23:11.338283,0.3566,0.37700000405311584,0.3693999946117401,0.3693999946117401,3.58,0.0,2.15,NEUTRAL,BUY,85.0,49.9
2025-12-24 20:23:16.601516,0.3566,0.391400009393692,0.3885999917984009,0.39010000228881836,9.39,0.0018,0.49,SIDEWAYS,BUY,95.0,49.9
2025-12-24 20:40:47.499966,0.3562,0.37700000405311584,0.3693999946117401,0.3693999946117401,3.7,0.0,2.16,NEUTRAL,BUY,85.0,48.3
2025-12-24 20:40:52.613518,0.3562,0.391400009393692,0.3885999917984009,0.39010000228881836,9.52,0.0018,0.5,SIDEWAYS,BUY,90.0,48.3
2025-12-24 20:50:48.920525,0.356,0.37700000405311584,0.3693999946117401,0.3693999946117401,3.76,0.0,2.16,NEUTRAL,BUY,85.0,47.5
2025-12-24 20:50:54.205842,0.356,0.391400009393692,0.3885999917984009,0.39010000228881836,9.58,0.0018,0.5,SIDEWAYS,BUY,90.0,47.4
2025-12-24 20:57:13.927828,0.3554,0.37700000405311584,0.3693000078201294,0.3693000078201294,3.93,0.0,2.16,NEUTRAL,BUY,85.0,45.3
2025-12-24 20:57:18.954242,0.3554,0.3912999927997589,0.3885999917984009,0.38999998569488525,9.75,0.0018,0.51,SIDEWAYS,BUY,90.0,45.3
2025-12-24 21:03:07.954391,0.355,0.37689998745918274,0.3691999912261963,0.3691999912261963,4.0,0.0,2.16,NEUTRAL,BUY,85.0,43.4
2025-12-24 21:03:12.960664,0.355,0.3912000060081482,0.38850000500679016,0.38989999890327454,9.85,0.0018,0.5,SIDEWAYS,BUY,90.0,43.4
2025-12-24 21:23:30.251439,0.3553,0.37689998745918274,0.3691999912261963,0.3691999912261963,3.9,0.0,2.16,NEUTRAL,BUY,85.0,44.9
2025-12-24 21:23:35.553916,0.3553,0.3912999927997589,0.38850000500679016,0.38999998569488525,9.74,0.0018,0.51,SIDEWAYS,BUY,90.0,44.9
2025-12-24 21:35:28.359324,0.3556,0.37689998745918274,0.3691999912261963,0.3691999912261963,3.81,0.0,2.16,NEUTRAL,BUY,85.0,46.1
2025-12-24 21:35:33.193393,0.3556,0.3912999927997589,0.38850000500679016,0.38999998569488525,9.65,0.0018,0.52,SIDEWAYS,BUY,90.0,46.1
2025-12-24 21:45:00.500242,0.3562,0.37689998745918274,0.3691999912261963,0.3691999912261963,3.65,0.0,2.16,NEUTRAL,BUY,85.0,48.2
2025-12-24 21:45:05.703821,0.3562,0.3912999927997589,0.38850000500679016,0.38999998569488525,9.48,0.0019,0.53,SIDEWAYS,BUY,90.0,48.2
2025-12-24 21:51:11.770790,0.3564,0.37689998745918274,0.3691999912261963,0.3691999912261963,3.6,0.0,2.16,NEUTRAL,BUY,85.0,48.8
2025-12-24 21:51:17.320532,0.3564,0.3912999927997589,0.3885999917984009,0.38999998569488525,9.43,0.0019,0.53,SIDEWAYS,BUY,90.0,48.8
2025-12-24 21:56:54.939325,0.3561,0.37689998745918274,0.3691999912261963,0.3691999912261963,3.68,0.0,2.16,NEUTRAL,BUY,85.0,47.8
2025-12-24 21:56:59.805609,0.3561,0.3912999927997589,0.38850000500679016,0.38999998569488525,9.52,0.0019,0.53,SIDEWAYS,BUY,90.0,47.8
2025-12-24 22:03:07.324922,0.356,0.376800000667572,0.36910000443458557,0.36910000443458557,3.69,0.0,2.16,NEUTRAL,BUY,85.0,52.5
2025-12-24 22:03:12.493679,0.356,0.3912999927997589,0.3885999917984009,0.38999998569488525,9.55,0.0018,0.5,SIDEWAYS,BUY,90.0,52.5
2025-12-24 22:24:36.142414,0.3562,0.376800000667572,0.36910000443458557,0.36910000443458557,3.65,0.0,2.16,NEUTRAL,BUY,85.0,53.0
2025-12-24 22:24:41.228655,0.3562,0.3912999927997589,0.3885999917984009,0.38999998569488525,9.5,0.0018,0.51,SIDEWAYS,BUY,90.0,53.0
2025-12-24 22:41:33.340996,0.3575,0.37689998745918274,0.3691999912261963,0.3691999912261963,3.26,0.0,2.15,UP,BUY,93.0,57.3
2025-12-24 22:41:38.170309,0.3575,0.391400009393692,0.3885999917984009,0.39010000228881836,9.11,0.0019,0.53,SIDEWAYS,BUY,90.0,57.3
2025-12-24 22:51:11.817784,0.358,0.37689998745918274,0.3691999912261963,0.3691999912261963,3.14,0.0,2.15,UP,BUY,93.0,58.6
2025-12-24 22:51:16.718137,0.358,0.391400009393692,0.3885999917984009,0.39010000228881836,8.98,0.0019,0.54,SIDEWAYS,BUY,90.0,58.6
2025-12-24 22:57:27.872017,0.3581,0.37689998745918274,0.3691999912261963,0.3691999912261963,3.08,0.0,2.14,UP,BUY,92.7,59.1
2025-12-24 22:57:32.978868,0.3581,0.391400009393692,0.3885999917984009,0.39010000228881836,8.92,0.0019,0.54,SIDEWAYS,BUY,90.0,59.1
2025-12-24 23:12:03.618481,0.3568,0.37689998745918274,0.3693000078201294,0.3693000078201294,3.5,0.0,2.15,NEUTRAL,BUY,85.0,53.2
2025-12-24 23:12:09.346545,0.3568,0.39160001277923584,0.3887999951839447,0.3903000056743622,9.39,0.002,0.55,SIDEWAYS,BUY,90.0,53.2
2025-12-24 23:30:51.679401,0.3565,0.37689998745918274,0.3693000078201294,0.3693000078201294,3.57,0.0,2.15,NEUTRAL,BUY,85.0,52.4
2025-12-24 23:30:56.548526,0.3564,0.39160001277923584,0.3887999951839447,0.3903000056743622,9.52,0.002,0.56,SIDEWAYS,BUY,90.0,51.8
2025-12-24 23:41:33.805028,0.3563,0.37689998745918274,0.3693000078201294,0.3693000078201294,3.63,0.0,2.15,NEUTRAL,BUY,85.0,51.7
2025-12-24 23:41:38.763278,0.3563,0.39160001277923584,0.3887999951839447,0.3903000056743622,9.53,0.002,0.57,SIDEWAYS,BUY,90.0,51.7
2025-12-24 23:48:53.109624,0.3563,0.37689998745918274,0.3693000078201294,0.3693000078201294,3.64,0.0,2.15,NEUTRAL,BUY,85.0,51.6
2025-12-24 23:48:58.036055,0.3563,0.39160001277923584,0.3887999951839447,0.3903000056743622,9.53,0.002,0.57,SIDEWAYS,BUY,90.0,51.6
2025-12-24 23:54:34.506415,0.3563,0.37689998745918274,0.3693000078201294,0.3693000078201294,3.62,0.0,2.15,NEUTRAL,BUY,85.0,51.8
2025-12-24 23:54:39.855389,0.3563,0.39160001277923584,0.3887999951839447,0.3903000056743622,9.52,0.002,0.57,SIDEWAYS,BUY,90.0,51.8
2025-12-24 23:59:46.737123,0.3564,0.37689998745918274,0.3693000078201294,0.3693000078201294,3.6,0.0,2.15,NEUTRAL,BUY,85.0,52.0
2025-12-24 23:59:51.651186,0.3564,0.39160001277923584,0.3887999951839447,0.3903000056743622,9.5,0.002,0.57,SIDEWAYS,BUY,90.0,52.0
2025-12-25 01:16:25.433058,0.3559,0.37700000405311584,0.3693000078201294,0.3693000078201294,3.76,0.0,2.16,NEUTRAL,BUY,85.0,41.9
2025-12-25 01:16:30.850096,0.3559,0.39160001277923584,0.3887999951839447,0.3903000056743622,9.66,0.0019,0.53,SIDEWAYS,BUY,90.0,41.9
2025-12-25 03:04:54.777007,0.3601,0.37709999084472656,0.3695000112056732,0.3695000112056732,2.61,0.0,2.13,STRONG_UP,BUY,95.9,54.8
2025-12-25 03:04:59.508874,0.3601,0.3919999897480011,0.38929998874664307,0.39070001244544983,8.51,0.002,0.54,SIDEWAYS,BUY,90.0,54.8
2025-12-25 04:04:55.213497,0.3602,0.37770000100135803,0.3700999915599823,0.3700999915599823,2.73,0.0,2.12,STRONG_UP,BUY,84.8,69.3
2025-12-25 04:05:00.002350,0.3602,0.39259999990463257,0.38989999890327454,0.3912999927997589,8.63,0.0019,0.52,SIDEWAYS,BUY,90.0,69.3
2025-12-25 04:45:02.767881,0.3606,0.37770000100135803,0.3700999915599823,0.3700999915599823,2.64,0.0,2.12,STRONG_UP,BUY,84.1,69.9
2025-12-25 04:45:07.946759,0.3606,0.39259999990463257,0.38989999890327454,0.3912999927997589,8.54,0.0019,0.54,SIDEWAYS,BUY,90.0,69.9
2025-12-25 05:02:46.508151,0.3604,0.37770000100135803,0.3700999915599823,0.3700999915599823,2.67,0.0,2.12,STRONG_UP,BUY,84.4,69.7
2025-12-25 05:02:51.449248,0.3604,0.39259999990463257,0.38989999890327454,0.3912999927997589,8.57,0.0019,0.54,SIDEWAYS,BUY,90.0,69.7
2025-12-25 05:28:14.967397,0.3597,0.3781000077724457,0.37049999833106995,0.37049999833106995,3.0,0.0,2.12,STRONG_UP,BUY,99.0,64.7
2025-12-25 05:28:19.894464,0.3597,0.3930000066757202,0.3903000056743622,0.39169999957084656,8.91,0.0018,0.5,SIDEWAYS,BUY,90.0,64.7
2025-12-25 05:46:26.822594,0.3597,0.3781000077724457,0.37049999833106995,0.37049999833106995,3.0,0.0,2.12,STRONG_UP,BUY,99.0,64.7
2025-12-25 05:46:31.746254,0.3597,0.3930000066757202,0.3903000056743622,0.39169999957084656,8.91,0.0018,0.5,SIDEWAYS,BUY,90.0,64.7
2025-12-25 05:55:40.651544,0.3597,0.3781000077724457,0.37049999833106995,0.37049999833106995,2.98,0.0,2.12,STRONG_UP,BUY,98.9,64.9
2025-12-25 05:55:45.618315,0.3597,0.3930000066757202,0.3903000056743622,0.39169999957084656,8.89,0.0018,0.5,SIDEWAYS,BUY,90.0,64.9
2025-12-25 06:01:18.553367,0.3595,0.3781000077724457,0.37049999833106995,0.37049999833106995,3.04,0.0,2.12,STRONG_UP,BUY,99.3,64.1
2025-12-25 06:01:23.335877,0.3595,0.3930000066757202,0.3903000056743622,0.39169999957084656,8.96,0.0018,0.5,SIDEWAYS,BUY,90.0,64.1
2025-12-25 06:33:54.294907,0.36,0.3783999979496002,0.3707999885082245,0.3707999885082245,3.0,0.0,2.11,STRONG_UP,BUY,99.0,63.4
2025-12-25 06:33:59.332492,0.36,0.39329999685287476,0.3905999958515167,0.3919999897480011,8.88,0.0017,0.47,SIDEWAYS,BUY,95.0,63.4
2025-12-25 06:58:09.298227,0.3606,0.3783999979496002,0.3707999885082245,0.3707999885082245,2.85,0.0,2.11,STRONG_UP,BUY,97.8,64.6
2025-12-25 06:58:14.073716,0.3606,0.39329999685287476,0.3905999958515167,0.3919999897480011,8.73,0.0017,0.48,SIDEWAYS,BUY,95.0,64.6
2025-12-25 07:16:53.432623,0.3596,0.37880000472068787,0.37119999527931213,0.37119999527931213,3.23,0.0,2.11,UP,BUY,93.0,63.5
2025-12-25 07:16:58.522384,0.3596,0.3935999870300293,0.39079999923706055,0.392300009727478,9.09,0.0017,0.47,SIDEWAYS,BUY,95.0,63.5
2025-12-25 07:35:06.349037,0.3589,0.37880000472068787,0.37119999527931213,0.37119999527931213,3.42,0.0,2.11,UP,BUY,93.0,60.9
2025-12-25 07:35:11.350035,0.3589,0.3935000002384186,0.39079999923706055,0.3921999931335449,9.29,0.0017,0.48,SIDEWAYS,BUY,95.0,60.9
2025-12-25 07:45:56.394325,0.3587,0.37880000472068787,0.37119999527931213,0.37119999527931213,3.47,0.0,2.11,NEUTRAL,BUY,85.0,60.3
